,Link,Num of Applicants,Opening Date,Closing Date,Company Name,Writeup,Location,Job Title,Employment Type,Seniority,Job Category,Salary,Salary Frequency,Responsibilities,Requirements
80,,['25 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['GRABTAXI HOLDINGS PTE. LTD.'],"['GrabTaxi is a social startup that aims to significantly improve the lives of both taxi drivers and passengers across Southeast Asia (Malaysia, Philippines, Thailand, Singapore, Vietnam and Indonesia) through its innovative mobile taxi booking app. We are on a mission to increase the incomes and quality of life of taxi drivers, as well as provide safety, speed and certainty for passengers. Launched in 2012, GrabTaxi has since expanded into 6 countries and 17 cities. To date, GrabTaxi has raised more than US$ 340 million in venture funding from Softbank Capital, GGV Capital, and Vertex Ventures among other leading investors. \xa0', '\xa0', 'Please proceed to Grab career page for submission of job application at\xa0http://grab.careers/\xa0', '\xa0', 'GrabTaxi is a social startup that aims to significantly improve the lives of both taxi drivers and passengers across Southeast Asia (Malaysia, Philippines, Thailand, Singapore, Vietnam and Indonesia) through its innovative mobile taxi booking app. We are on a mission to increase the incomes and quality of life of taxi drivers, as well as provide safety, speed and certainty for passengers. Launched in 2012, GrabTaxi has since expanded into 6 countries and 17 cities. To date, GrabTaxi has raised more than US$ 340 million in venture funding from Softbank Capital, GGV Capital, and Vertex Ventures among other leading investors. \xa0', '\xa0', 'Please proceed to Grab career page for submission of job application at\xa0http://grab.careers/\xa0', '\xa0']","['OUE DOWNTOWN, 6 SHENTON WAY 068809']",['Product Strategist'],['Full Time'],['Executive'],['Others'],[],['Monthly'],"['  ', '  ', '  ']",['  ']
81,,['4 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['EQUATORIAL MARINE FUEL MANAGEMENT SERVICES PTE. LTD.'],"['EQUATORIAL MARINE FUEL MANAGEMENT SERVICES PTE. LTD.', 'EQUATORIAL MARINE FUEL MANAGEMENT SERVICES PTE. LTD.']",['38 CARPENTER STREET 059917'],['Tech Lead'],"['Permanent, Full Time']","['Professional, Executive, Senior Executive']",['Design'],[],['Monthly'],"['  ', '  ', '  ', '  ', '  ']",['  ']
82,,['0 application'],['Posted 03 May 2019'],['Closing on 16 May 2019'],"['Judiciary, Supreme Court']",[],['1 SUPREME COURT LANE 178879'],['ASSISTANT DIRECTOR  /  MANAGER (STRATEGIC PLANNING AND RESEARCH) ON A 2-YEAR CONTRACT'],['Contract'],[],['Public / Civil Service'],[],[],"[' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",[]
83,,['2 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['OPTIMUM SOLUTIONS (SINGAPORE) PTE LTD'],"['\n\tOPTIMUM SOLUTIONS (SINGAPORE) PTE LTD', '\n\tOPTIMUM SOLUTIONS (SINGAPORE) PTE LTD']","['PLAZA 8 @ CBP, 1 CHANGI BUSINESS PARK CRESCENT 486025']",['Test Manager - Private Banking'],"['Contract, Full Time']",['Manager'],['Information Technology'],[],['Monthly'],"['  ', '  ', '  ']","['  ', '  ']"
84,,['3 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['CRITEO SINGAPORE PTE. LTD.'],"['At Criteo, we connect 1.2 billion active shoppers with the things they need and love. Our mission is to create an open, transparent and fair marketing ecosystem. With more than $550 billion in annual commerce sales and 600 terabytes of daily shopper data, we deliver performance at scale. And, with over 30 offices across the world, our company DNA is truly international. Do you want to have an impact on more than half of the world’s internet users? Join us and be part of something big.\xa0', 'At Criteo, we connect 1.2 billion active shoppers with the things they need and love. Our mission is to create an open, transparent and fair marketing ecosystem. With more than $550 billion in annual commerce sales and 600 terabytes of daily shopper data, we deliver performance at scale. And, with over 30 offices across the world, our company DNA is truly international. Do you want to have an impact on more than half of the world’s internet users? Join us and be part of something big.\xa0']","['CAPITAGREEN, 138 MARKET STREET 048946']",['InApp Publisher Partnership Manager'],"['Permanent, Full Time']",['Senior Executive'],['Advertising / Media '],[],['Annually'],"['  ', '  ']",[]
85,,['6 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['B H S KINETIC PTE. LTD.'],"['\n\tB H S Kinetic, an engineering based logistics specialist, with a subsidiary in Tianjin China, has been established since 1975. Today, B H S is a leading cleanroom logistics brand in Singapore with quality service and innovative offerings as our inimitable trademarks.', '\n\tB H S Kinetic, an engineering based logistics specialist, with a subsidiary in Tianjin China, has been established since 1975. Today, B H S is a leading cleanroom logistics brand in Singapore with quality service and innovative offerings as our inimitable trademarks.']",['10 PANDAN ROAD 609258'],['HR Executive'],['Full Time'],"['Executive, Senior Executive']",['Human Resources '],[],['Monthly'],"['  ', '  ', '  ', '  ', '  ', '  ']",['  ']
86,,['3 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['DBS BANK LTD.'],"['DBS is a leading financial services group in Asia, with over 280 branches across 18 markets. Headquartered and listed in Singapore, DBS has a growing presence in the three key Asian axes of growth: Greater China, Southeast Asia and South Asia. The bank\'s capital position, as well as ""AA-"" and ""Aa1"" credit ratings, is among the highest in Asia-Pacific. DBS has been recognised for its leadership in the region, having been named “Asia’s Best Bank” by The Banker, a member of the Financial Times group, and “Best Bank in Asia-Pacific” by Global Finance. The bank has also been named “Safest Bank in Asia” by Global Finance for seven consecutive years from 2009 to 2015.', '  \xa0', 'DBS is a leading financial services group in Asia, with over 280 branches across 18 markets. Headquartered and listed in Singapore, DBS has a growing presence in the three key Asian axes of growth: Greater China, Southeast Asia and South Asia. The bank\'s capital position, as well as ""AA-"" and ""Aa1"" credit ratings, is among the highest in Asia-Pacific. DBS has been recognised for its leadership in the region, having been named “Asia’s Best Bank” by The Banker, a member of the Financial Times group, and “Best Bank in Asia-Pacific” by Global Finance. The bank has also been named “Safest Bank in Asia” by Global Finance for seven consecutive years from 2009 to 2015.', '  \xa0']","['MARINA BAY FINANCIAL CENTRE, 12 MARINA BOULEVARD 018982']","['AVP, Credit Risk Business Analyst, Middle Office Technology, Technology and Operations (WD00616)']","['Permanent, Full Time']",['Senior Management'],['Information Technology'],[],['Monthly'],"['  ', '  ', '  ', '  ', '  ', '  ', '  ']","['  ', '  ']"
87,,['1 application'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['ES RECRUITMENT PTE. LTD.'],"['\n\tES RECRUITMENT PTE. LTD. (License No: 09C4235) is\xa0 one\xa0STOP premier agency set up to cater to the needs of employers who require staffing solutions over a wide spectrum of industries: ', "".\xa0We aim to provide quality services in recruitment & human resource management & development functions.We are here to assist our clients to bring on quality staffs & talents that will help them beat the competition.\xa0Our Vision is to be the preferred manpower provider company that source for excellent overseas & local talents to cater to different organizations' needs.\xa0\xa0"", '\n\tES RECRUITMENT PTE. LTD. (License No: 09C4235) is\xa0 one\xa0STOP premier agency set up to cater to the needs of employers who require staffing solutions over a wide spectrum of industries: ', "".\xa0We aim to provide quality services in recruitment & human resource management & development functions.We are here to assist our clients to bring on quality staffs & talents that will help them beat the competition.\xa0Our Vision is to be the preferred manpower provider company that source for excellent overseas & local talents to cater to different organizations' needs.\xa0\xa0""]","['ENTREPRENEUR CENTRE, 50 TAGORE LANE 787494']",['SALES Support ADMINISTRATOR (PIVOT TABLE VLOOKUP  /  MNC  /  MACPHERSON)'],"['Contract, Full Time']",['Executive'],"['Admin / Secretarial, Manufacturing, Sales / Retail ']",[],['Monthly'],"['  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ']","['  ', '  ', '  ']"
88,,['11 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['ZIMPLISTIC PRIVATE LIMITED'],"['Zimplistic Pte Ltd is a product design and R&D company pioneering new ways to leverage robotic technology to improve our daily lives.', 'Our flagship innovation rotimatic is set to simplify lives of millions of women and enable individuals to eat fresh homemade food conviniently.', '\xa0', '\xa0', 'Zimplistic Pte Ltd is a product design and R&D company pioneering new ways to leverage robotic technology to improve our daily lives.', 'Our flagship innovation rotimatic is set to simplify lives of millions of women and enable individuals to eat fresh homemade food conviniently.', '\xa0', '\xa0']","['THE CURIE, 83 SCIENCE PARK DRIVE 118258']",['Head of E-commerce'],"['Permanent, Full Time']","['Senior Management, Middle Management, Professional']","['Marketing / Public Relations , Sales / Retail ']",[],['Monthly'],"['  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ']","['  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ']"
89,,['13 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['SCOR SERVICES ASIA-PACIFIC PTE. LTD.'],"['SCOR SERVICES ASIA-PACIFIC PTE. LTD.', 'SCOR SERVICES ASIA-PACIFIC PTE. LTD.']",[],['Business Analyst'],['Permanent'],['Non-executive'],['Insurance'],[],['Annually'],"['  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ']","['  ', '  ', '  ', '  ', '  ', '  ']"
90,,['6 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['FOUR SEASONS DURIANS PTE LTD'],"['\n\tFOUR SEASONS DURIANS PTE LTD', '\n\tFOUR SEASONS DURIANS PTE LTD']","['FOODAXIS @ SENOKO, 1 SENOKO AVENUE 758297']",['HR Executive'],['Permanent'],['Executive'],['Human Resources '],[],['Monthly'],[],[]
91,,['0 application'],['Posted 03 May 2019'],['Closing on 16 May 2019'],['Ministry of Communications and Information'],[],[],['Manager / Senior Manager / Assistant Director (Competition & Consumer Policy)'],['Full Time'],[],"['Others, Public / Civil Service']",[],[],"[' ', ' ', ' ', ' ']",[]
92,,['0 application'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['NITYO INFOTECH SERVICES PTE. LTD.'],"['NITYO INFOTECH SERVICES PTE. LTD.', 'NITYO INFOTECH SERVICES PTE. LTD.']",[],['Senior Network Engineer / Manager'],['Full Time'],['Senior Executive'],['Information Technology'],[],[],[],[]
93,,['21 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['NANYANG TECHNOLOGICAL UNIVERSITY'],"['A research-intensive public university, Nanyang Technological University, Singapore (NTU Singapore) has 33,000 undergraduate and postgraduate students in the colleges of Engineering, Business, Science, and Humanities, Arts and Social Sciences, and its Interdisciplinary Graduate School. NTU’s Lee Kong Chian School of Medicine was established jointly with Imperial College London.', '?', 'In 2018, NTU was placed 12th globally in the Quacquarelli Symonds (QS) World University Rankings. It was also ranked the world’s best young university (under 50 years old) by QS for the fifth consecutive year. In addition, NTU was named the world’s fastest rising young university by Times Higher Education in 2015.', 'In engineering and technology, NTU is ranked 5th worldwide in the QS World University Rankings by Subject 2018. With six schools, NTU’s College of Engineering is among the top nine globally for research output and the 5th most cited in the world (Essential Science Indicators 2017).\xa0?', 'Mirroring this success is the College of Science, whose young chemistry department is ranked 10th among universities in the Nature Index 2018. Boosted by research at the Lee Kong Chian School of Medicine, NTU is also strengthening its foothold in areas such as biomedicine and life sciences.', 'The well-established Nanyang Business School is regularly featured among the leading business schools in Asia, with its MBA programme consistently rated top in Singapore since 2004 by The Economist.', ""\nIn higher education, NTU is driving new pedagogies so that millennials can learn more effectively in this digital age. Part of NTU's education strategy is the flipped classroom model of learning. The centrepiece of this new way of learning is The Hive, a groundbreaking learning facility that has been described by CNN as having redefined the traditional classroom.\xa0"", 'Innovative education initiatives also include signature programmes such as Renaissance Engineering Programme, CN Yang Scholars Programme, NTU-University Scholars Programme. Designed for high-achieving students, these programmes offer a multidisciplinary curriculum, guidance by top faculty, interdisciplinary and intensive research opportunities, overseas exposure, as well as dialogues with world-class scientists and industry leaders.?', ""Set up jointly with Imperial College London, NTU's medical school, is grooming a new generation of doctors to meet the healthcare needs of Singapore."", ""\nKnown for research excellence and technological innovation, NTU leads the top Asian universities in normalised research citation impact (Clarivate Analytics’ InCites 2016). In the 2018\xa0Nature Index, NTU is placed 29th among the world's universities and first in Singapore."", ""NTU's five-year strategic plan, NTU 2020, builds on strong foundations of NTU 2015 and aims to propel NTU to greater heights of research excellence. The plan focuses on five key research thrusts – Sustainable Earth, Global Asia, Secure Community, Healthy Society and Future Learning. The areas leverage NTU’s diverse strengths, particularly its longstanding expertise in engineering, business and education, and the interfaces these have with various disciplines such as in healthcare, science and the humanities. NTU’s sustainability initiatives have clinched significant competitive research funding and the university is already a global leader in this area."", 'A research-intensive public university, Nanyang Technological University, Singapore (NTU Singapore) has 33,000 undergraduate and postgraduate students in the colleges of Engineering, Business, Science, and Humanities, Arts and Social Sciences, and its Interdisciplinary Graduate School. NTU’s Lee Kong Chian School of Medicine was established jointly with Imperial College London.', '?', 'In 2018, NTU was placed 12th globally in the Quacquarelli Symonds (QS) World University Rankings. It was also ranked the world’s best young university (under 50 years old) by QS for the fifth consecutive year. In addition, NTU was named the world’s fastest rising young university by Times Higher Education in 2015.', 'In engineering and technology, NTU is ranked 5th worldwide in the QS World University Rankings by Subject 2018. With six schools, NTU’s College of Engineering is among the top nine globally for research output and the 5th most cited in the world (Essential Science Indicators 2017).\xa0?', 'Mirroring this success is the College of Science, whose young chemistry department is ranked 10th among universities in the Nature Index 2018. Boosted by research at the Lee Kong Chian School of Medicine, NTU is also strengthening its foothold in areas such as biomedicine and life sciences.', 'The well-established Nanyang Business School is regularly featured among the leading business schools in Asia, with its MBA programme consistently rated top in Singapore since 2004 by The Economist.', ""\nIn higher education, NTU is driving new pedagogies so that millennials can learn more effectively in this digital age. Part of NTU's education strategy is the flipped classroom model of learning. The centrepiece of this new way of learning is The Hive, a groundbreaking learning facility that has been described by CNN as having redefined the traditional classroom.\xa0"", 'Innovative education initiatives also include signature programmes such as Renaissance Engineering Programme, CN Yang Scholars Programme, NTU-University Scholars Programme. Designed for high-achieving students, these programmes offer a multidisciplinary curriculum, guidance by top faculty, interdisciplinary and intensive research opportunities, overseas exposure, as well as dialogues with world-class scientists and industry leaders.?', ""Set up jointly with Imperial College London, NTU's medical school, is grooming a new generation of doctors to meet the healthcare needs of Singapore."", ""\nKnown for research excellence and technological innovation, NTU leads the top Asian universities in normalised research citation impact (Clarivate Analytics’ InCites 2016). In the 2018\xa0Nature Index, NTU is placed 29th among the world's universities and first in Singapore."", ""NTU's five-year strategic plan, NTU 2020, builds on strong foundations of NTU 2015 and aims to propel NTU to greater heights of research excellence. The plan focuses on five key research thrusts – Sustainable Earth, Global Asia, Secure Community, Healthy Society and Future Learning. The areas leverage NTU’s diverse strengths, particularly its longstanding expertise in engineering, business and education, and the interfaces these have with various disciplines such as in healthcare, science and the humanities. NTU’s sustainability initiatives have clinched significant competitive research funding and the university is already a global leader in this area.""]","['NANYANG TECHNOLOGICAL UNIVERSITY, 50 NANYANG AVENUE 639798']","['Senior Executive, Finance (Accounts Receivable) (1900002W)']","['Contract, Full Time']",['Senior Executive'],['Accounting / Auditing / Taxation'],[],['Monthly'],"['  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ']",['  ']
94,,['26 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['MORGAN STANLEY ASIA (SINGAPORE) SECURITIES PTE LTD'],"['\n\tMORGAN STANLEY ASIA (SINGAPORE) SECURITIES PTE LTD', '\n\tMORGAN STANLEY ASIA (SINGAPORE) SECURITIES PTE LTD']","['ONE MARINA BOULEVARD, 1 MARINA BOULEVARD 018989']","['Institutional Equity Cash Sales, Analyst, Singapore']",['Full Time'],['Professional'],['Banking and Finance'],[],['Monthly'],"['  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ']","['  ', '  ']"
95,,['1 application'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['ALLTECH SYSTEMS PTE. LTD.'],[],[],['Senior Mainframe Developer'],['Full Time'],['Non-executive'],['Information Technology'],[],['Monthly'],['  '],[]
96,,['0 application'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['ST INTEGRATED ENGINEERING PTE. LTD.'],"['\n\tST INTEGRATED ENGINEERING PTE. LTD.', '\n\tST INTEGRATED ENGINEERING PTE. LTD.']",[],['Senior Mainframe Developer'],['Full Time'],['Non-executive'],['Information Technology'],[],['Monthly'],['  '],[]
97,,['2 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['BUSINESS EDGE PERSONNEL SERVICES PTE LTD'],"['\n\tBUSINESS EDGE PERSONNEL SERVICES PTE LTD', '\n\tBUSINESS EDGE PERSONNEL SERVICES PTE LTD']","['SINGAPORE SHOPPING CENTRE, 190 CLEMENCEAU AVENUE 239924']",['Temp Staff'],['Contract'],['Senior Executive'],['Admin / Secretarial'],[],['Monthly'],"['  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ']","['  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ']"
98,,['2 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['TABSQUARE PTE. LTD.'],"['TabSquare Pte Ltd is a leading provider of front-end automation solutions. It is an innovative hyper-growth company headquartered in Singapore. Managed by seasoned professionals, it is well funded and has an impressive client list in South East Asia. Powered by in-house advanced analytics capabilities and operations consulting, TabSquare’s proprietary solutions offers the most relevant up-sell opportunities to customers, enhancing customer satisfaction as well as providing incremental revenue and reducing costs for our clients. \ufeff', 'TabSquare Pte Ltd is a leading provider of front-end automation solutions. It is an innovative hyper-growth company headquartered in Singapore. Managed by seasoned professionals, it is well funded and has an impressive client list in South East Asia. Powered by in-house advanced analytics capabilities and operations consulting, TabSquare’s proprietary solutions offers the most relevant up-sell opportunities to customers, enhancing customer satisfaction as well as providing incremental revenue and reducing costs for our clients. \ufeff']",[],['Back-end Developer'],['Full Time'],['Senior Executive'],['Information Technology'],[],[],['  '],[]
99,,['10 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['INFOSYS LIMITED SINGAPORE BRANCH'],"['Infosys is a global leader in next-generation digital services and consulting. We enable clients in 45 countries to navigate their digital transformation. With over three decades of experience in managing the systems and workings of global enterprises, we expertly steer our clients through the many nexts of their digital journey. We do it by enabling the enterprise with an AI-powered core that helps prioritize the execution of change. We also empower the business with agile digital at scale to deliver unprecedented levels of performance and customer delight. Our always-on learning agenda drives their continuous improvement through building and transferring digital skills, expertise and ideas from our innovation ecosystem.', '\n', '\nVisit www.infosys.com to see how Infosys (NYSE: INFY) can help your enterprise navigate your next.', 'Infosys is a global leader in next-generation digital services and consulting. We enable clients in 45 countries to navigate their digital transformation. With over three decades of experience in managing the systems and workings of global enterprises, we expertly steer our clients through the many nexts of their digital journey. We do it by enabling the enterprise with an AI-powered core that helps prioritize the execution of change. We also empower the business with agile digital at scale to deliver unprecedented levels of performance and customer delight. Our always-on learning agenda drives their continuous improvement through building and transferring digital skills, expertise and ideas from our innovation ecosystem.', '\n', '\nVisit www.infosys.com to see how Infosys (NYSE: INFY) can help your enterprise navigate your next.']","['SINGAPORE LAND TOWER, 50 RAFFLES PLACE 048623']",['Product Management Manager'],['Full Time'],['Manager'],['Information Technology'],[],['Monthly'],"['  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ']",['  ']
100,,['0 application'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['STRATEGY SOLUTIONS SERVICES'],[],"['MAXWELL HOUSE, 20 MAXWELL ROAD 069113']",['Google Ads  /  PPC Account Manager (S$3500-S$3800)'],"['Permanent, Full Time']",['Manager'],['Information Technology'],[],['Monthly'],[],"['  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ']"
101,,['1 application'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['NANYANG TECHNOLOGICAL UNIVERSITY'],"['A research-intensive public university, Nanyang Technological University, Singapore (NTU Singapore) has 33,000 undergraduate and postgraduate students in the colleges of Engineering, Business, Science, and Humanities, Arts and Social Sciences, and its Interdisciplinary Graduate School. NTU’s Lee Kong Chian School of Medicine was established jointly with Imperial College London.', '?', 'In 2018, NTU was placed 12th globally in the Quacquarelli Symonds (QS) World University Rankings. It was also ranked the world’s best young university (under 50 years old) by QS for the fifth consecutive year. In addition, NTU was named the world’s fastest rising young university by Times Higher Education in 2015.', 'In engineering and technology, NTU is ranked 5th worldwide in the QS World University Rankings by Subject 2018. With six schools, NTU’s College of Engineering is among the top nine globally for research output and the 5th most cited in the world (Essential Science Indicators 2017).\xa0?', 'Mirroring this success is the College of Science, whose young chemistry department is ranked 10th among universities in the Nature Index 2018. Boosted by research at the Lee Kong Chian School of Medicine, NTU is also strengthening its foothold in areas such as biomedicine and life sciences.', 'The well-established Nanyang Business School is regularly featured among the leading business schools in Asia, with its MBA programme consistently rated top in Singapore since 2004 by The Economist.', ""\nIn higher education, NTU is driving new pedagogies so that millennials can learn more effectively in this digital age. Part of NTU's education strategy is the flipped classroom model of learning. The centrepiece of this new way of learning is The Hive, a groundbreaking learning facility that has been described by CNN as having redefined the traditional classroom.\xa0"", 'Innovative education initiatives also include signature programmes such as Renaissance Engineering Programme, CN Yang Scholars Programme, NTU-University Scholars Programme. Designed for high-achieving students, these programmes offer a multidisciplinary curriculum, guidance by top faculty, interdisciplinary and intensive research opportunities, overseas exposure, as well as dialogues with world-class scientists and industry leaders.?', ""Set up jointly with Imperial College London, NTU's medical school, is grooming a new generation of doctors to meet the healthcare needs of Singapore."", ""\nKnown for research excellence and technological innovation, NTU leads the top Asian universities in normalised research citation impact (Clarivate Analytics’ InCites 2016). In the 2018\xa0Nature Index, NTU is placed 29th among the world's universities and first in Singapore."", ""NTU's five-year strategic plan, NTU 2020, builds on strong foundations of NTU 2015 and aims to propel NTU to greater heights of research excellence. The plan focuses on five key research thrusts – Sustainable Earth, Global Asia, Secure Community, Healthy Society and Future Learning. The areas leverage NTU’s diverse strengths, particularly its longstanding expertise in engineering, business and education, and the interfaces these have with various disciplines such as in healthcare, science and the humanities. NTU’s sustainability initiatives have clinched significant competitive research funding and the university is already a global leader in this area."", 'A research-intensive public university, Nanyang Technological University, Singapore (NTU Singapore) has 33,000 undergraduate and postgraduate students in the colleges of Engineering, Business, Science, and Humanities, Arts and Social Sciences, and its Interdisciplinary Graduate School. NTU’s Lee Kong Chian School of Medicine was established jointly with Imperial College London.', '?', 'In 2018, NTU was placed 12th globally in the Quacquarelli Symonds (QS) World University Rankings. It was also ranked the world’s best young university (under 50 years old) by QS for the fifth consecutive year. In addition, NTU was named the world’s fastest rising young university by Times Higher Education in 2015.', 'In engineering and technology, NTU is ranked 5th worldwide in the QS World University Rankings by Subject 2018. With six schools, NTU’s College of Engineering is among the top nine globally for research output and the 5th most cited in the world (Essential Science Indicators 2017).\xa0?', 'Mirroring this success is the College of Science, whose young chemistry department is ranked 10th among universities in the Nature Index 2018. Boosted by research at the Lee Kong Chian School of Medicine, NTU is also strengthening its foothold in areas such as biomedicine and life sciences.', 'The well-established Nanyang Business School is regularly featured among the leading business schools in Asia, with its MBA programme consistently rated top in Singapore since 2004 by The Economist.', ""\nIn higher education, NTU is driving new pedagogies so that millennials can learn more effectively in this digital age. Part of NTU's education strategy is the flipped classroom model of learning. The centrepiece of this new way of learning is The Hive, a groundbreaking learning facility that has been described by CNN as having redefined the traditional classroom.\xa0"", 'Innovative education initiatives also include signature programmes such as Renaissance Engineering Programme, CN Yang Scholars Programme, NTU-University Scholars Programme. Designed for high-achieving students, these programmes offer a multidisciplinary curriculum, guidance by top faculty, interdisciplinary and intensive research opportunities, overseas exposure, as well as dialogues with world-class scientists and industry leaders.?', ""Set up jointly with Imperial College London, NTU's medical school, is grooming a new generation of doctors to meet the healthcare needs of Singapore."", ""\nKnown for research excellence and technological innovation, NTU leads the top Asian universities in normalised research citation impact (Clarivate Analytics’ InCites 2016). In the 2018\xa0Nature Index, NTU is placed 29th among the world's universities and first in Singapore."", ""NTU's five-year strategic plan, NTU 2020, builds on strong foundations of NTU 2015 and aims to propel NTU to greater heights of research excellence. The plan focuses on five key research thrusts – Sustainable Earth, Global Asia, Secure Community, Healthy Society and Future Learning. The areas leverage NTU’s diverse strengths, particularly its longstanding expertise in engineering, business and education, and the interfaces these have with various disciplines such as in healthcare, science and the humanities. NTU’s sustainability initiatives have clinched significant competitive research funding and the university is already a global leader in this area.""]","['NANYANG TECHNOLOGICAL UNIVERSITY, 50 NANYANG AVENUE 639798']",['Research Fellow'],"['Contract, Full Time']","['Professional, Executive']","['Engineering, Sciences / Laboratory / R&D']",[],['Monthly'],"['  ', '  ', '  ', '  ', '  ', '  ', '  ']",[]
102,,['1 application'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['TLL BUSINESS MANAGEMENT SERVICES PTE. LTD.'],"['The Learning Lab is the leading education centre for preschool, primary, secondary and junior college students in Singapore. We develop and run educational programmes in English, Mathematics and the Sciences.\xa0', 'For the past 17 years, we have helped tens of thousands of students to achieve their personal bests at major national examinations and to develop essential life skills such as critical thinking and communication. We take great pride in designing learning approaches which go beyond helping students meet their exam needs to also help them build the key knowledge, skills and dispositions to find success in school and in life.\xa0', 'The Learning Lab now operates in Singapore from eight facilities across the East, West, Northeast and Central regions at Marine Parade Central, Century Square, Tampines Mall, Rochester Mall, Jem, Choa Chu Kang Centre, Seletar Mall and United Square.', 'The Learning Lab is the leading education centre for preschool, primary, secondary and junior college students in Singapore. We develop and run educational programmes in English, Mathematics and the Sciences.\xa0', 'For the past 17 years, we have helped tens of thousands of students to achieve their personal bests at major national examinations and to develop essential life skills such as critical thinking and communication. We take great pride in designing learning approaches which go beyond helping students meet their exam needs to also help them build the key knowledge, skills and dispositions to find success in school and in life.\xa0', 'The Learning Lab now operates in Singapore from eight facilities across the East, West, Northeast and Central regions at Marine Parade Central, Century Square, Tampines Mall, Rochester Mall, Jem, Choa Chu Kang Centre, Seletar Mall and United Square.']","['UNITED SQUARE, 101 THOMSON ROAD 307591']",['Senior Programmatic Associate'],['Full Time'],['Senior Executive'],['Marketing / Public Relations '],[],['Monthly'],"['  ', '  ', '  ']","['  ', '  ']"
